"Sex","Breed","Weight"
"Male","Domestic Medium Hair",11.4851
"Female","Domestic Short Hair",8.0362
"Female","Domestic Short Hair",6.9102
"Female","Domestic Long Hair",9.7523
"Female","Domestic Medium Hair",9.9301
"Female","Domestic Short Hair",8.4689
"Female","Domestic Medium Hair",10.0308
"Female","Domestic Long Hair",12.8301
"Female","Domestic Long Hair",9.6547
"Male","Domestic Long Hair",11.208
"Female","Domestic Long Hair",9.0304
"Male","Domestic Long Hair",10.4287
"Male","Domestic Long Hair",9.7153
"Female","Domestic Long Hair",8.9111
"Male","Domestic Short Hair",9.7079
"Male","Domestic Medium Hair",9.077
"Female","Domestic Long Hair",10.5138
"Female","Domestic Medium Hair",9.3343
"Female","Domestic Medium Hair",8.9689
"Female","Domestic Short Hair",10.4188
"Female","Domestic Short Hair",6.877
"Female","Domestic Medium Hair",9.0738
"Male","Domestic Short Hair",9.6817
"Female","Domestic Long Hair",10.1772
"Female","Domestic Medium Hair",9.7587
"Female","Domestic Short Hair",7.8173
"Female","Domestic Medium Hair",8.0996
"Female","Domestic Long Hair",10.6244
"Male","Domestic Long Hair",10.9918
"Female","Domestic Medium Hair",8.5588
"Female","Domestic Short Hair",8.1596
"Female","Domestic Medium Hair",9.4552
"Female","Domestic Medium Hair",9.9309
"Male","Domestic Short Hair",7.6088
"Female","Domestic Short Hair",8.2984
"Female","Domestic Medium Hair",8.5818
"Male","Domestic Medium Hair",8.8925
"Female","Domestic Medium Hair",10.498
"Female","Domestic Medium Hair",9.7089
"Female","Domestic Long Hair",10.5759
"Female","Domestic Medium Hair",12.2163
"Male","Domestic Long Hair",12.3355
"Male","Domestic Short Hair",9.8277
"Male","Domestic Medium Hair",8.7354
"Female","Domestic Short Hair",9.0099
"Male","Domestic Medium Hair",9.7462
"Female","Domestic Medium Hair",11.8041
"Female","Domestic Medium Hair",9.6182
"Female","Domestic Short Hair",9.9214
"Male","Domestic Long Hair",10.6698
"Female","Domestic Short Hair",8.9501
"Male","Domestic Long Hair",11.1119
"Female","Domestic Long Hair",11.3493
"Female","Domestic Medium Hair",9.3308
"Male","Domestic Short Hair",8.6292
"Female","Domestic Short Hair",9.7499
"Female","Domestic Short Hair",8.1673
"Male","Domestic Short Hair",9.3345
"Female","Domestic Medium Hair",10.842
"Male","Domestic Short Hair",8.9537
"Male","Domestic Short Hair",8.9494
"Male","Domestic Long Hair",11.7161
"Female","Domestic Short Hair",8.3826
"Male","Domestic Long Hair",10.9946
"Female","Domestic Long Hair",10.2132
"Male","Domestic Medium Hair",10.6729
"Female","Domestic Short Hair",8.367
"Male","Domestic Medium Hair",10.9382
"Female","Domestic Medium Hair",9.1673
"Female","Domestic Short Hair",9.6015
"Female","Domestic Medium Hair",11.6955
"Male","Domestic Short Hair",11.0697
"Female","Domestic Medium Hair",10.1759
"Female","Domestic Short Hair",7.9599
"Male","Domestic Short Hair",9.3014
"Female","Domestic Short Hair",8.9156
"Male","Domestic Long Hair",11.4042
"Female","Domestic Short Hair",8.4559
"Female","Domestic Medium Hair",9.4141
"Female","Domestic Short Hair",7.6675
"Female","Domestic Short Hair",8.8845
"Female","Domestic Long Hair",11.1785
"Female","Domestic Short Hair",7.3192
"Male","Domestic Short Hair",10.5721
"Female","Domestic Long Hair",10.2197
"Male","Domestic Short Hair",8.7986
"Male","Domestic Medium Hair",9.2111
"Female","Domestic Medium Hair",9.3014
"Male","Domestic Medium Hair",11.3096
"Female","Domestic Medium Hair",11.3329
"Male","Domestic Medium Hair",11.8884
"Female","Domestic Short Hair",7.0367
"Female","Domestic Long Hair",9.6156
"Male","Domestic Short Hair",8.5467
"Female","Domestic Short Hair",10.0921
"Female","Domestic Long Hair",11.0987
"Male","Domestic Medium Hair",9.9491
"Female","Domestic Medium Hair",8.9781
"Female","Domestic Long Hair",10.1777
"Male","Domestic Long Hair",10.7428
"Female","Domestic Short Hair",9.634
"Female","Domestic Short Hair",7.8813
"Female","Domestic Long Hair",7.8688
"Female","Domestic Short Hair",8.324
"Female","Domestic Long Hair",10.5344
"Male","Domestic Long Hair",11.1557
"Male","Domestic Short Hair",11.3195
"Male","Domestic Long Hair",8.6786
"Female","Domestic Short Hair",6.9935
"Male","Domestic Long Hair",10.5237
"Female","Domestic Medium Hair",8.5966
"Female","Domestic Short Hair",8.6893
"Male","Domestic Medium Hair",9.5086
"Female","Domestic Long Hair",8.5945
"Female","Domestic Medium Hair",9.6995
"Male","Domestic Medium Hair",9.1604
"Female","Domestic Long Hair",10.2224
"Male","Domestic Long Hair",11.3515
"Female","Domestic Medium Hair",10.1761
"Female","Domestic Short Hair",7.6248
"Female","Domestic Long Hair",11.3279
"Female","Domestic Medium Hair",9.8553
"Female","Domestic Short Hair",8.409
"Female","Domestic Medium Hair",9.9841
"Female","Domestic Medium Hair",9.9662
"Female","Domestic Medium Hair",8.2958
"Female","Domestic Medium Hair",10.9933
"Female","Domestic Short Hair",9.7169
"Male","Domestic Long Hair",12.5538
"Male","Domestic Short Hair",10.2922
"Male","Domestic Short Hair",7.1717
"Female","Domestic Medium Hair",10.2162
"Male","Domestic Short Hair",8.0853
"Female","Domestic Medium Hair",9.0966
"Male","Domestic Short Hair",9.3848
"Female","Domestic Long Hair",12.0005
"Female","Domestic Short Hair",8.5993
"Male","Domestic Short Hair",8.9387
"Male","Domestic Short Hair",8.0685
"Female","Domestic Long Hair",10.2778
"Female","Domestic Medium Hair",10.7277
"Male","Domestic Short Hair",7.8893
"Male","Domestic Long Hair",10.591
"Male","Domestic Medium Hair",9.3922
"Male","Domestic Medium Hair",11.134
"Female","Domestic Long Hair",10.7343
"Male","Domestic Short Hair",10.1862
"Female","Domestic Long Hair",11.2514
"Male","Domestic Medium Hair",10.795
"Male","Domestic Medium Hair",10.0769
"Female","Domestic Long Hair",8.1215
"Female","Domestic Long Hair",10.732
"Female","Domestic Short Hair",7.7799
"Female","Domestic Long Hair",9.9437
"Female","Domestic Medium Hair",10.6368
"Female","Domestic Short Hair",7.9398
"Female","Domestic Medium Hair",9.3865
"Female","Domestic Short Hair",5.4153
"Male","Domestic Long Hair",11.1989
"Male","Domestic Long Hair",10.8928
"Male","Domestic Long Hair",11.3316
"Female","Domestic Short Hair",8.1835
"Male","Domestic Medium Hair",9.7522
"Male","Domestic Short Hair",8.3954
"Male","Domestic Medium Hair",9.1506
"Female","Domestic Medium Hair",9.5163
"Male","Domestic Long Hair",11.4435
"Female","Domestic Short Hair",6.3678
"Female","Domestic Medium Hair",9.458
"Female","Domestic Medium Hair",10.3709
"Male","Domestic Medium Hair",9.1195
"Male","Domestic Short Hair",9.3009
"Female","Domestic Short Hair",7.7696
"Male","Domestic Short Hair",8.0753
"Male","Domestic Long Hair",12.777
"Male","Domestic Medium Hair",12.0673
"Female","Domestic Short Hair",9.0446
"Male","Domestic Medium Hair",8.572
"Female","Domestic Short Hair",8.3513
"Female","Domestic Medium Hair",9.5044
"Female","Domestic Long Hair",11.2087
"Male","Domestic Short Hair",9.1918
"Male","Domestic Short Hair",7.7424
"Male","Domestic Long Hair",10.1426
"Female","Domestic Long Hair",8.6182
"Female","Domestic Long Hair",9.2153
"Female","Domestic Short Hair",7.5553
"Female","Domestic Short Hair",8.0478
"Female","Domestic Medium Hair",10.1654
"Female","Domestic Long Hair",8.3708
"Female","Domestic Long Hair",8.4558
"Female","Domestic Medium Hair",9.8086
"Female","Domestic Medium Hair",9.8823
"Male","Domestic Medium Hair",9.0597
"Female","Domestic Short Hair",8.0348
"Male","Domestic Long Hair",10.9348
"Female","Domestic Medium Hair",8.2583
"Male","Domestic Long Hair",12.6557
"Female","Domestic Short Hair",8.4419
"Female","Domestic Short Hair",7.78
"Female","Domestic Long Hair",9.9214
"Male","Domestic Long Hair",11.0035
"Female","Domestic Short Hair",11.6065
"Male","Domestic Short Hair",10.7875
"Female","Domestic Long Hair",9.5198
"Male","Domestic Long Hair",10.3144
"Male","Domestic Long Hair",10.4725
"Female","Domestic Medium Hair",9.2888
"Female","Domestic Short Hair",8.4827
"Female","Domestic Medium Hair",9.789
"Male","Domestic Short Hair",11.4813
"Female","Domestic Medium Hair",8.9135
"Female","Domestic Long Hair",9.8626
"Female","Domestic Short Hair",7.896
"Female","Domestic Short Hair",8.4848
"Female","Domestic Short Hair",8.3901
"Female","Domestic Medium Hair",11.2862
"Male","Domestic Long Hair",10.6161
"Female","Domestic Short Hair",9.1508
"Male","Domestic Long Hair",10.8342
"Female","Domestic Short Hair",7.3522
"Male","Domestic Medium Hair",10.2033
"Female","Domestic Medium Hair",8.8417
"Male","Domestic Short Hair",9.8734
"Male","Domestic Long Hair",11.023
"Male","Domestic Medium Hair",10.5675
"Male","Domestic Medium Hair",11.1002
"Male","Domestic Short Hair",11.4103
"Male","Domestic Short Hair",10.7938
"Female","Domestic Long Hair",8.6828
"Male","Domestic Short Hair",7.7327
"Male","Domestic Medium Hair",8.5559
"Male","Domestic Short Hair",10.7424
"Female","Domestic Short Hair",8.9449
"Female","Domestic Long Hair",10.0594
"Female","Domestic Short Hair",8.7616
"Female","Domestic Long Hair",8.8112
"Male","Domestic Long Hair",11.5544
"Female","Domestic Medium Hair",9.4896
"Male","Domestic Short Hair",9.1984
"Female","Domestic Medium Hair",10.9253
"Male","Domestic Short Hair",7.6169
"Female","Domestic Medium Hair",9.528
"Male","Domestic Long Hair",10.113
"Female","Domestic Medium Hair",9.2822
"Male","Domestic Medium Hair",10.6168
"Male","Domestic Long Hair",11.1717
"Male","Domestic Long Hair",10.8044
"Male","Domestic Short Hair",7.766
"Male","Domestic Medium Hair",11.4704
"Female","Domestic Long Hair",9.7357
"Male","Domestic Short Hair",9.2234
"Female","Domestic Medium Hair",9.9599
"Male","Domestic Long Hair",12.0196
"Male","Domestic Short Hair",7.9369
"Male","Domestic Short Hair",8.0504
"Female","Domestic Medium Hair",10.6948
"Male","Domestic Long Hair",11.5563
"Female","Domestic Short Hair",10.5481
"Female","Domestic Short Hair",7.8954
"Male","Domestic Long Hair",10.5209
"Female","Domestic Short Hair",8.5199
"Male","Domestic Long Hair",9.9595
"Male","Domestic Short Hair",8.7666
"Female","Domestic Short Hair",7.7808
"Female","Domestic Medium Hair",9.688
"Female","Domestic Long Hair",8.6118
"Female","Domestic Short Hair",8.7585
"Female","Domestic Long Hair",9.6853
"Female","Domestic Long Hair",9.385
"Female","Domestic Long Hair",9.724
"Male","Domestic Short Hair",6.9586
"Female","Domestic Short Hair",8.4889
"Male","Domestic Long Hair",10.9426
"Male","Domestic Short Hair",9.7819
"Male","Domestic Long Hair",11.0494
"Male","Domestic Long Hair",9.6446
"Male","Domestic Medium Hair",11.248
"Female","Domestic Short Hair",7.1163
"Male","Domestic Long Hair",10.683
"Male","Domestic Long Hair",11.9475
"Female","Domestic Short Hair",6.454
"Female","Domestic Short Hair",8.3533
"Female","Domestic Short Hair",8.7265
"Female","Domestic Short Hair",8.1808
"Male","Domestic Medium Hair",9.5354
"Female","Domestic Short Hair",7.6082
"Male","Domestic Short Hair",8.2085
"Male","Domestic Long Hair",11.0231
"Female","Domestic Long Hair",9.0985
"Male","Domestic Short Hair",8.1844
"Male","Domestic Medium Hair",9.2252
"Female","Domestic Short Hair",7.5895
"Male","Domestic Short Hair",10.5276
"Female","Domestic Short Hair",8.882
"Female","Domestic Medium Hair",9.4245
"Male","Domestic Medium Hair",9.5021
"Female","Domestic Short Hair",8.9123
"Male","Domestic Short Hair",8.8258
"Female","Domestic Long Hair",11.1526
"Female","Domestic Short Hair",9.2699
"Male","Domestic Long Hair",10.7721
"Male","Domestic Long Hair",9.5128
"Male","Domestic Short Hair",8.6724
"Female","Domestic Long Hair",10.2116
"Male","Domestic Long Hair",11.4772
"Female","Domestic Medium Hair",9.9325
"Female","Domestic Medium Hair",9.2058
"Female","Domestic Long Hair",9.0904
"Female","Domestic Long Hair",10.9553
"Female","Domestic Medium Hair",7.8805
"Female","Domestic Short Hair",8.6752
"Male","Domestic Medium Hair",9.4447
"Male","Domestic Short Hair",10.0281
"Female","Domestic Medium Hair",10.1337
"Female","Domestic Long Hair",11.5989
"Male","Domestic Long Hair",10.7517
"Female","Domestic Long Hair",10.7137
"Male","Domestic Short Hair",11.0868
"Male","Domestic Long Hair",13.1654
"Female","Domestic Medium Hair",9.1586
"Male","Domestic Long Hair",12.0168
"Male","Domestic Short Hair",9.0548
"Female","Domestic Short Hair",10.8251
"Female","Domestic Short Hair",9.6761
"Male","Domestic Short Hair",8.5763
"Male","Domestic Short Hair",7.7779
"Male","Domestic Medium Hair",9.9593
"Female","Domestic Long Hair",10.5779
"Female","Domestic Medium Hair",10.2425
"Male","Domestic Long Hair",10.9579
"Male","Domestic Short Hair",9.8082
"Female","Domestic Short Hair",7.73
"Female","Domestic Long Hair",10.3734
"Female","Domestic Medium Hair",9.522
"Female","Domestic Short Hair",7.4459
"Female","Domestic Medium Hair",10.4279
"Male","Domestic Short Hair",9.0187
"Male","Domestic Long Hair",10.3531
"Male","Domestic Short Hair",10.3867
"Male","Domestic Medium Hair",10.4726
"Male","Domestic Long Hair",12.1674
"Male","Domestic Long Hair",13.099
"Female","Domestic Long Hair",9.4608
"Male","Domestic Medium Hair",10.2782
"Female","Domestic Short Hair",9.3843
"Female","Domestic Short Hair",7.8396
"Female","Domestic Medium Hair",8.9704
"Female","Domestic Short Hair",9.2531
"Female","Domestic Medium Hair",8.8956
"Male","Domestic Long Hair",9.8176
"Male","Domestic Medium Hair",10.5076
"Female","Domestic Short Hair",9.3167
"Female","Domestic Short Hair",9.2794
"Male","Domestic Short Hair",10.3315
"Female","Domestic Long Hair",8.4828
"Male","Domestic Long Hair",10.5052
"Male","Domestic Short Hair",8.5177
"Male","Domestic Short Hair",8.4858
"Male","Domestic Long Hair",10.2075
"Female","Domestic Medium Hair",9.5407
"Female","Domestic Long Hair",10.9319
"Male","Domestic Long Hair",10.9387
"Female","Domestic Medium Hair",8.588
"Female","Domestic Long Hair",10.3184
"Male","Domestic Long Hair",11.4285
"Female","Domestic Medium Hair",10.0979
"Male","Domestic Long Hair",11.9522
"Female","Domestic Short Hair",7.8404
"Female","Domestic Medium Hair",6.1812
"Male","Domestic Long Hair",12.0678
"Female","Domestic Long Hair",9.1459
"Male","Domestic Medium Hair",8.8274
"Female","Domestic Short Hair",8.4817
"Female","Domestic Medium Hair",9.4767
"Female","Domestic Short Hair",9.3096
"Female","Domestic Long Hair",9.6497
"Female","Domestic Long Hair",11.1283
"Female","Domestic Medium Hair",10.2554
"Female","Domestic Short Hair",9.6813
"Male","Domestic Long Hair",8.7953
"Female","Domestic Short Hair",9.0963
"Male","Domestic Short Hair",7.9661
"Male","Domestic Medium Hair",9.8653
"Male","Domestic Long Hair",12.0216
"Male","Domestic Short Hair",9.5147
"Male","Domestic Short Hair",11.2616
"Male","Domestic Medium Hair",10.4862
"Male","Domestic Short Hair",7.231
"Male","Domestic Medium Hair",10.7479
"Male","Domestic Long Hair",13.7949
"Female","Domestic Medium Hair",8.9399
"Female","Domestic Long Hair",10.7456
"Male","Domestic Long Hair",13.1592
"Male","Domestic Long Hair",10.0865
"Female","Domestic Short Hair",8.2117
"Male","Domestic Long Hair",10.8475
"Male","Domestic Long Hair",10.0262
"Female","Domestic Long Hair",10.1969
"Male","Domestic Medium Hair",10.4495
"Female","Domestic Short Hair",8.4869
"Male","Domestic Short Hair",9.1128
"Female","Domestic Short Hair",7.896
"Female","Domestic Short Hair",6.567
"Female","Domestic Short Hair",8.9182
"Male","Domestic Long Hair",11.479
"Male","Domestic Long Hair",12.0433
"Female","Domestic Short Hair",8.674
"Female","Domestic Long Hair",9.7843
"Female","Domestic Short Hair",7.9638
"Female","Domestic Medium Hair",10.4295
"Female","Domestic Medium Hair",8.1373
"Male","Domestic Long Hair",11.9323
"Female","Domestic Medium Hair",9.8287
"Male","Domestic Medium Hair",11.0033
"Male","Domestic Short Hair",8.9274
"Female","Domestic Short Hair",8.8764
"Male","Domestic Short Hair",7.908
"Male","Domestic Long Hair",12.3059
"Female","Domestic Medium Hair",8.7734
"Male","Domestic Medium Hair",11.1956
"Female","Domestic Long Hair",9.9019
"Female","Domestic Long Hair",10.4217
"Male","Domestic Medium Hair",10.321
"Male","Domestic Short Hair",8.3116
"Female","Domestic Short Hair",10.4459
"Female","Domestic Short Hair",7.6706
"Female","Domestic Short Hair",6.3786
"Female","Domestic Long Hair",10.1826
"Female","Domestic Medium Hair",8.9067
"Female","Domestic Medium Hair",9.4992
"Male","Domestic Short Hair",6.8982
"Male","Domestic Medium Hair",10.4724
"Male","Domestic Short Hair",10.5649
"Male","Domestic Long Hair",11.5704
"Female","Domestic Long Hair",10.2569
"Male","Domestic Short Hair",7.9839
"Male","Domestic Long Hair",11.1497
"Female","Domestic Long Hair",8.773
"Male","Domestic Short Hair",8.591
"Female","Domestic Medium Hair",10.1145
"Male","Domestic Short Hair",8.3286
"Female","Domestic Short Hair",9.0788
"Female","Domestic Short Hair",9.209
"Female","Domestic Long Hair",9.0338
"Female","Domestic Short Hair",8.7521
"Female","Domestic Short Hair",8.2406
"Male","Domestic Short Hair",10.2873
"Female","Domestic Medium Hair",9.9632
"Male","Domestic Medium Hair",10.9111
"Female","Domestic Long Hair",11.1529
"Male","Domestic Medium Hair",7.7372
"Male","Domestic Medium Hair",11.4321
"Male","Domestic Short Hair",7.7864
"Female","Domestic Medium Hair",9.7633
"Male","Domestic Short Hair",10.5419
"Female","Domestic Short Hair",12.4794
"Male","Domestic Short Hair",9.3303
"Female","Domestic Short Hair",8.5623
"Female","Domestic Medium Hair",9.07
"Male","Domestic Short Hair",8.6339
"Male","Domestic Long Hair",11.1402
"Female","Domestic Short Hair",9.0938
"Male","Domestic Long Hair",10.9675
"Female","Domestic Long Hair",9.7623
"Female","Domestic Long Hair",7.9573
"Male","Domestic Long Hair",10.2613
"Female","Domestic Short Hair",7.566
"Male","Domestic Long Hair",11.3623
"Male","Domestic Short Hair",7.8232
"Female","Domestic Short Hair",9.0361
"Male","Domestic Long Hair",11.0022
"Male","Domestic Long Hair",12.9493
"Male","Domestic Short Hair",7.5921
"Female","Domestic Medium Hair",10.3825
"Male","Domestic Long Hair",12.619
"Female","Domestic Long Hair",10.6741
